f ||| e ||| p_l->r (m|(f,e)) p_l->r (s|(f,e)) p_l->r (dl|(f,e)) p_l->r (dr|(f,e)) p_r->l (m|(f,e)) p_r->l (s|(f,e)) p_r->l (dl|(f,e)) p_r->l (dr|(f,e))
wäre sehr dafür . ||| would like to advocate this . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
was ist ||| what ||| 0.16009924438930867 0.006620051877748957 0.004330664260742077 0.8289500394722003 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
ist völlig klar . ||| goes without saying . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
was ist diesbezüglich vorgesehen ||| what is the intention here ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
sos ||| sos ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.03681615776081425 0.674618320610687
gibt es unterschiedliche auffassungen ||| there are different views ||| 0.2668320739821811 0.6777000864629149 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
bevölkerungsgruppen in den ||| in the ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
, daß sie es ratifizieren . ||| see them ratify it . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
bericht werden ehrgeizige ziele verfolgt ||| is ambitious ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
ist sachlich nicht richtig ||| is a factually incorrect statement ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
geht es in ||| are we discussing here ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
für ihre bemerkungen ||| for your remarks ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
nicht ||| hardly do ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
gleich behandelt werden ||| be treated the same ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
um die ||| to ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
problematisch ||| problematic ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
sie mich das erläutern ||| me illustrate this quite clearly ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
darin gehe ||| support ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.2771151399491094 0.678117048346056 0.03681615776081425 0.007951653944020356
und unangenehm ||| and distasteful ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
die spielregeln . ||| the rules . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
das ist nicht ||| this is not ||| 0.9600992443893087 0.006620051877748957 0.004330664260742077 0.028950039472200297 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
todesstrafe ||| death penalty ||| 0.5600992443893087 0.006620051877748957 0.4043306642607421 0.028950039472200297 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
vor allem die ||| especially ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.2771151399491094 0.011450381679389313 0.03681615776081425 0.674618320610687
hier ist mehr tempo gefragt ||| we must move faster ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
stabilisierungs - und assoziierungsabkommen mit ||| stabilisation and association agreement with ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
hoffe , daß ||| hope that ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
erika . ||| erika . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
und anhaltender beifall ) ||| and sustained applause ) ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
punkt ist für uns ||| point is ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
bekämpfung bestimmter transmissibler ||| transmissible ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
haushaltskontrolle ||| budgetary control ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
das parlament lehnt den antrag ab ||| parliament rejected the motion ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
irak ||| iraq : ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
nicht gelungen ||| not succeed ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
für durchdacht . ||| - considered . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
fakten sind eindeutig ||| facts are clear ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
damit muß ||| it should ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
handelt sich hier um ein ausgesprochen schwerwiegendes ||| is an extremely serious ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
es geht um ||| i refer to ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
zwei ||| two ||| 0.8727423097559558 0.0010030381632952965 0.0006561612516275874 0.12559849082912125 0.7183222558568044 0.07015003948407476 0.14173960252698078 0.06978810213214004
vorschriften . ||| rules . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
gröner ||| gröner ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
kann nicht ||| must not ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.2771151399491094 0.011450381679389313 0.03681615776081425 0.674618320610687
sehr wichtig . ||| very important . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.9662690839694656 0.0068702290076335885 0.022089694656488548 0.004770992366412214
ist bereits ||| has now been ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
das finde ich ||| i consider that ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
nur einige ||| just a ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
absurd . ||| completely absurd . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
verhindern , daß die gesellschaft auseinanderfällt . ||| prevent society from splintering . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
die vorgesehenen haushaltsmittel ||| the budget ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
erklärungen zur abstimmung - system der ||| explanations of vote - own ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
die finanzierung . ||| the funding . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
bereich ||| field ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
wird völlig unsichtbar werden ||| will become totally invisible ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
sie werden also dafür bestraft , weil ||| is ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
ideologische überlegungen ||| ideological thinking ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
erhaltung und nachhaltige ||| conservation and sustainable ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
drei ziele ||| three aims ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
wir wollen daran ||| so ||| 0.2668320739821811 0.011033419796248263 0.6738844404345702 0.048250065787000494 0.2771151399491094 0.678117048346056 0.03681615776081425 0.007951653944020356
bestimmte ||| certain ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
ich lehne dies hier mit entschiedenheit ab ||| i utterly reject this ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
wollten über kohärenz sprechen ||| want to talk about coherence ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
bürgern ||| citizens ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
und ladungsrückstände ||| and cargo residues ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
zusammenarbeit ist ein dynamischer prozeß . ||| cooperation is a dynamic process . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
über änderungsantrag 53 ||| on amendment 53 ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
frage ist ein ||| issue is ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
meinung dazu ? ||| opinion on that ? ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
dialog ||| dialogue ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.03681615776081425 0.674618320610687
rechtliche aspekte ||| legal aspects ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
in unserem land ist dies gelungen ||| it worked for us ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
ausgezeichneter ||| very good ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
der vergangenheit die ||| past experiences ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
problem mit den ||| issue of ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
gehört in ||| belong in ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
wahrheit ist nahe ||| truth is approaching ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
ist äußerst bedauerlich ||| is very regrettable ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
abgeordnete äußert sich zur ||| you refer to the ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
einem mitentscheidungsverfahren ||| a codecision process ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
ich bin mir ||| i ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
ist doch ||| is absolutely ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
informationen vor ||| data ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
ich hoffe , dazu wird ||| i hope that does ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
lagerhallen dort sind ||| stores down there are ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
unseriös ||| frivolous ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.2771151399491094 0.011450381679389313 0.03681615776081425 0.674618320610687
bedauern einige ||| regret certain ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
aber dem ist nicht ||| yet this is not ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
uns voll und ganz anschließen ||| not agree more ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
eine ähnliche situation ||| a similar situation ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
unwettern ||| floods ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
erste frage ||| first question ||| 0.9600992443893087 0.006620051877748957 0.004330664260742077 0.028950039472200297 0.9662690839694656 0.0068702290076335885 0.022089694656488548 0.004770992366412214
bestimmter ||| certain ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
5 , ||| figure ||| 0.2668320739821811 0.011033419796248263 0.6738844404345702 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
nichts verloren ||| not lost ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
seppänen hat es gestern angesprochen . ||| seppänen addressed it yesterday . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
lassen sie mich zwei dinge hervorheben ||| i wish to two matters ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
miteinander in europa ||| want closer cooperation in europe ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
darf ||| should ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
das macht es mich ||| it does ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
sie uns ganz deutlich werden . ||| us be clear . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
wie vor präsent . ||| certainly not gone away . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
dauerte nur fünf ||| lasted only five ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
vernünftig ||| wise ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
wurden frauen ||| women ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
hat seine tagesordnung erschöpft ||| has completed the agenda ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
zutreffend ? ||| accurate ? ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
nicht ansteckend ! ||| not infectious ! ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
dem war aber ||| but that was ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
dazu gehören ||| this involves ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
registrierung von rindern - etikettierung von rindfleisch ||| registration and labelling of beef ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
sie betrifft die nächste regierungskonferenz ||| it concerns the next igc ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
eigentlich mit ||| about ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
gefährlich ||| danger ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.2771151399491094 0.678117048346056 0.03681615776081425 0.007951653944020356
ergebnis ist ernüchternd . ||| result is sobering . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
union ! ||| union ! ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
und erschwinglichkeit ! ||| and affordability ! ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
herzlichen dank , herr kommissar ||| thank you very much , commissioner ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
katzen möchte ich ||| i identify cats ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
vergewaltigt ||| raped ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
dazu gehören insbesondere drei dinge ||| this involves three things in particular ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
mischung ||| mix ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
sich auf die mitverbrennung konzentriert ||| focused on coincineration ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
alle diese dinge treten gemeinsam auf ||| all those things come together ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
thema ||| issue ||| 0.5600992443893087 0.006620051877748957 0.004330664260742077 0.4289500394722003 0.9662690839694656 0.0068702290076335885 0.022089694656488548 0.004770992366412214
von ||| about ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
ist eine hochpolitische frage ||| is an extremely political issue ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
gegenwärtige situation ist ||| current situation is ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
( lebhafter und ||| ( loud and ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
mehr haushaltsmittel vor ||| increasing budget funding ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
dies ist so einfach nicht hinzunehmen ||| that is simply unacceptable ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
zu den ||| of ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
frau banotti ||| mrs banotti ||| 0.9714994602780777 0.004728608484106398 0.0030933316148157694 0.02067859962300021 0.9662690839694656 0.0068702290076335885 0.022089694656488548 0.004770992366412214
das parlament beschließt die ||| parliament agreed to ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
dem ||| its ||| 0.9600992443893087 0.006620051877748957 0.004330664260742077 0.028950039472200297 0.9662690839694656 0.0068702290076335885 0.022089694656488548 0.004770992366412214
nimmt den entwurf ||| adopted ||| 0.9600992443893087 0.006620051877748957 0.004330664260742077 0.028950039472200297 0.9662690839694656 0.0068702290076335885 0.022089694656488548 0.004770992366412214
sollen wir das realisieren ||| should we achieve this ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
man , sie zu verlängern ? ||| it be extended ? ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
wurde , ist ||| is ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
, frau gröner ||| , mrs gröner ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
muß die vollbeschäftigung erreichen . ||| needs to achieve full employment . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
grund zur besorgnis . ||| grounds for concern . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
dazu soll diese charta beitragen ||| the charter must contribute to this ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
genehmigt die ||| were approved ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
zweck ? ||| aim ? ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
und wahlfreiheit ||| choice and ||| 0.2668320739821811 0.6777000864629149 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
( das parlament nimmt den ||| ( parliament approved the ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
schweigen sie nicht länger ||| do not keep silent ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
mich davon überzeugt ||| convinced me of that ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
soviel als ausblick ||| that is for the future ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
wird völlig verzerrt sein ||| will be totally distorted ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
